Area,Bedrooms,Year,Price
574,1,2022,5714000.0
3893,2,2021,35728000.0
4104,2,2018,30214000.0
3780,5,2018,28329000.0
528,1,2022,5265000.0
1934,3,2018,14453000.0
3403,5,2018,25592000.0
3752,5,2021,34946000.0
2138,2,2015,12031000.0
1277,4,2015,7432000.0
3944,4,2016,24497000.0
1385,1,2020,11870000.0
1112,3,2016,7116000.0
4686,2,2022,45920000.0
1592,3,2020,14077000.0
1117,3,2016,7176000.0
2046,4,2024,23120000.0
4608,1,2024,50590000.0
2773,4,2024,31062000.0
2969,3,2017,20281000.0
4763,2,2015,26395000.0
1428,1,2017,9642000.0
1902,5,2023,20634000.0
3861,3,2023,40387000.0
1422,3,2024,16100000.0
599,3,2022,6409000.0
2854,1,2023,29620000.0
2892,3,2022,28622000.0
2108,3,2018,15683000.0
1420,3,2015,8171000.0
3806,3,2024,42060000.0
784,5,2023,8930000.0
4230,1,2016,25885000.0
2849,4,2020,24941000.0
3370,2,2017,22810000.0
500,1,2018,3864000.0
2686,4,2020,23457000.0
2989,4,2018,22341000.0
4538,4,2016,28105000.0
3463,4,2017,23649000.0
1686,2,2016,10479000.0
2598,4,2015,14711000.0
2568,5,2024,28891000.0
2676,2,2020,23067000.0
4701,3,2023,49110000.0
725,3,2019,6157000.0
2307,2,2020,19880000.0
3690,4,2016,22943000.0
2699,2,2020,23265000.0
2432,1,2024,26730000.0
4473,4,2016,27725000.0
4341,5,2015,24422000.0
766,2,2017,5405000.0
3578,5,2022,35664000.0
1114,1,2016,6936000.0
4506,5,2015,25139000.0
4927,1,2020,42115000.0
1865,2,2015,10482000.0
3954,1,2020,33841000.0
2918,3,2024,32458000.0
3830,1,2016,23514000.0
1127,2,2022,11338000.0
1468,1,2021,13528000.0
4985,5,2020,43226000.0
681,5,2015,4354000.0
2783,1,2024,30527000.0
4789,3,2022,47021000.0
3634,5,2017,24959000.0
2880,5,2017,19872000.0
620,3,2021,6124000.0
1025,4,2016,6683000.0
722,4,2024,8758000.0
4176,4,2024,46349000.0
4832,3,2015,26937000.0
2653,3,2020,23099000.0
3785,5,2020,32960000.0
4090,3,2016,25243000.0
4132,3,2015,23062000.0
2076,2,2017,14133000.0
1422,5,2021,13711000.0
4057,1,2015,22426000.0
3609,3,2022,35511000.0
4691,4,2019,37628000.0
3044,4,2015,17104000.0
562,3,2020,5263000.0
2942,3,2017,20050000.0
2944,1,2018,21589000.0
2523,1,2020,21644000.0
650,4,2020,6184000.0
903,4,2023,10003000.0
2937,1,2018,21630000.0
3352,4,2016,20871000.0
627,2,2019,5340000.0
2008,1,2015,11163000.0
2297,3,2017,15759000.0
3008,2,2023,31308000.0
4325,3,2018,32040000.0
1607,4,2022,16373000.0
4480,3,2023,46769000.0
2522,4,2022,25182000.0
1659,5,2015,9580000.0
3752,4,2020,32526000.0
1092,4,2022,11264000.0
1524,3,2022,15293000.0
4299,4,2024,47697000.0
4215,5,2016,26307000.0
2871,4,2021,26841000.0
3716,4,2024,41353000.0
2404,1,2015,13268000.0
1981,2,2022,19609000.0
616,1,2017,4277000.0
1241,5,2015,7299000.0
1324,2,2024,14768000.0
2409,5,2023,25663000.0
4093,4,2022,40561000.0
2627,2,2016,16318000.0
1242,3,2024,14219000.0
917,4,2023,10265000.0
2424,2,2016,15000000.0
3460,5,2019,28143000.0
2776,1,2022,27085000.0
2363,3,2017,16161000.0
2914,2,2020,25097000.0
507,5,2018,4333000.0
1290,3,2024,14614000.0
2390,4,2021,22498000.0
2706,4,2024,30321000.0
2282,3,2021,21247000.0
2116,2,2024,23435000.0
1679,1,2023,17475000.0
1126,4,2015,6608000.0
4571,4,2020,39565000.0
1298,5,2021,12707000.0
2638,1,2020,22588000.0
3114,1,2023,32306000.0
2373,1,2018,17483000.0
937,1,2023,9885000.0
3585,4,2019,28838000.0
3836,4,2021,35693000.0
2245,1,2017,15254000.0
2928,4,2016,18221000.0
600,2,2017,4289000.0
1909,4,2018,14565000.0
1265,2,2024,14211000.0
4826,4,2018,35723000.0
3210,5,2024,35986000.0
3602,4,2017,24693000.0
2296,5,2021,21747000.0
3134,3,2022,31018000.0
623,2,2021,6007000.0
3289,2,2019,26282000.0
2129,5,2016,13577000.0
2736,5,2016,17288000.0
1733,4,2022,17525000.0
1820,2,2024,20290000.0
3038,5,2017,20923000.0
2002,4,2019,16382000.0
3089,4,2020,26862000.0
4249,1,2023,43862000.0
4978,1,2023,51522000.0
2764,3,2018,20547000.0
1008,2,2016,6382000.0
3637,5,2018,27302000.0
3772,2,2017,25484000.0
1908,4,2015,10849000.0
1611,5,2018,12430000.0
4377,1,2019,34807000.0
2995,5,2018,22594000.0
2958,1,2022,28905000.0
2027,4,2015,11479000.0
3011,3,2022,29770000.0
1625,1,2022,15987000.0
1821,1,2024,20159000.0
2437,3,2018,18163000.0
4452,3,2017,30316000.0
3615,5,2022,36089000.0
1634,4,2021,15517000.0
4025,2,2023,41791000.0
4970,1,2018,36477000.0
3463,4,2023,36479000.0
3937,4,2015,22015000.0
2667,4,2021,24981000.0
4878,4,2020,42125000.0
1060,4,2015,6250000.0
3771,5,2024,42077000.0
4835,5,2020,41841000.0
3242,3,2016,20032000.0
4952,5,2022,49083000.0
2374,1,2015,13033000.0
1929,1,2021,17753000.0
3062,5,2024,34380000.0
3836,4,2023,40297000.0
2809,3,2015,15698000.0
3866,3,2023,40455000.0
1112,5,2017,8031000.0
2153,2,2017,14615000.0
1071,5,2019,9232000.0
4248,4,2018,31462000.0
1401,4,2024,16096000.0
2809,5,2024,31695000.0
4247,2,2016,26149000.0
1789,4,2017,12449000.0
4587,1,2022,44747000.0
3596,1,2015,19878000.0
2130,1,2016,13077000.0
3958,1,2023,41074000.0
4471,4,2021,41411000.0
4161,3,2023,43517000.0
1791,4,2020,15858000.0
897,3,2016,5752000.0
3032,2,2015,16845000.0
2629,2,2017,17730000.0
1678,4,2024,19069000.0
4538,3,2017,30742000.0
2211,4,2021,20856000.0
4488,4,2015,25104000.0
2989,3,2018,22182000.0
1669,5,2022,17079000.0
4557,2,2015,25265000.0
3816,2,2021,34989000.0
683,2,2022,6948000.0
3768,2,2018,27796000.0
4707,2,2020,40327000.0
3327,4,2022,33007000.0
4566,4,2023,47882000.0
2786,4,2020,24312000.0
2849,5,2021,26848000.0
3322,5,2023,35172000.0
4428,5,2023,46576000.0
3041,3,2020,26311000.0
3098,1,2018,22754000.0
4647,4,2020,40186000.0
1540,4,2019,12716000.0
4302,3,2020,37104000.0
2382,3,2020,20732000.0
1145,2,2015,6501000.0
4539,3,2017,30778000.0
1943,3,2019,15898000.0
3239,2,2021,29836000.0
3930,5,2015,22182000.0
1261,2,2024,14111000.0
1447,2,2017,9931000.0
4497,2,2015,24972000.0
1125,3,2024,12864000.0
895,1,2020,7770000.0
2999,3,2020,26036000.0
4462,4,2021,41365000.0
3883,5,2024,43361000.0
3055,1,2019,24296000.0
3689,4,2023,38851000.0
4557,3,2023,47514000.0
3808,1,2020,32564000.0
4599,5,2022,45655000.0
665,2,2023,7244000.0
1915,2,2020,16677000.0
2321,4,2016,14620000.0
1602,3,2018,12131000.0
4351,3,2023,45454000.0
3517,5,2021,32858000.0
1023,3,2016,6611000.0
3183,5,2018,23925000.0
603,4,2022,6582000.0
1199,1,2019,9699000.0
4265,4,2017,29116000.0
948,4,2024,11183000.0
4300,2,2017,29143000.0
3967,3,2019,31784000.0
3024,5,2022,30270000.0
3397,2,2016,20994000.0
3587,3,2018,26677000.0
631,2,2018,4876000.0
3020,1,2020,25869000.0
713,3,2024,8376000.0
3856,1,2018,28276000.0
4398,1,2021,40248000.0
4297,3,2021,39674000.0
2114,1,2015,11777000.0
3427,5,2023,36263000.0
1333,5,2022,13905000.0
1791,4,2019,14658000.0
1805,2,2024,20011000.0
1883,4,2018,14243000.0
1358,2,2016,8521000.0
3570,5,2015,20110000.0
1156,5,2015,6836000.0
3829,5,2019,31001000.0
3076,1,2016,18902000.0
3093,1,2023,32048000.0
3605,1,2016,22079000.0
2010,3,2022,20037000.0
1308,1,2017,8930000.0
2876,3,2019,23125000.0
2753,1,2016,16952000.0
1630,3,2018,12253000.0
1095,3,2015,6339000.0
1940,4,2017,13523000.0
824,4,2015,4888000.0
1162,1,2023,12113000.0
579,4,2021,5931000.0
583,3,2023,6557000.0
3367,1,2021,30836000.0
3968,3,2024,43928000.0
3233,2,2024,35660000.0
2141,1,2015,11952000.0
1348,5,2021,13107000.0
3642,2,2021,33489000.0
4306,3,2017,29305000.0
2231,4,2020,19600000.0
1860,1,2023,19374000.0
1653,1,2021,15275000.0
2342,1,2017,15792000.0
863,4,2015,5164000.0
2886,1,2018,21152000.0
1197,2,2017,8256000.0
3978,4,2018,29629000.0
1411,4,2016,9081000.0
4112,5,2022,40843000.0
3899,4,2017,26676000.0
4909,2,2020,42152000.0
3374,1,2015,18639000.0
2764,4,2015,15540000.0
2817,4,2023,29853000.0
578,1,2020,5074000.0
3872,4,2019,31091000.0
3663,3,2019,29535000.0
2545,2,2016,15800000.0
2123,5,2020,18821000.0
2113,3,2016,13250000.0
1010,2,2018,7638000.0
4706,4,2020,40583000.0
2597,3,2021,24133000.0
2891,2,2023,30173000.0
1998,3,2023,21234000.0
2276,2,2016,14136000.0
1718,1,2015,9621000.0
2821,3,2023,29606000.0
1844,1,2016,11334000.0
736,4,2018,5832000.0
2627,4,2019,21392000.0
1686,3,2019,13729000.0
4252,1,2020,36356000.0
3562,2,2020,30627000.0
873,4,2024,10380000.0
3732,2,2020,32040000.0
2974,1,2022,29042000.0
1907,2,2015,10688000.0
1111,4,2020,10060000.0
4495,4,2021,41584000.0
2852,4,2024,31928000.0
2174,4,2022,21767000.0
1797,5,2022,18340000.0
2833,3,2022,28035000.0
2159,5,2022,21823000.0
4049,5,2023,42733000.0
3195,4,2020,27825000.0
3133,4,2019,25315000.0
4043,3,2016,25030000.0
4997,5,2020,43248000.0
743,1,2019,6082000.0
3081,2,2016,19046000.0
3715,2,2019,29603000.0
3300,4,2017,22585000.0
2181,5,2020,19356000.0
3547,1,2023,36747000.0
1297,3,2016,8171000.0
3003,1,2021,27473000.0
2774,2,2015,15526000.0
4216,5,2024,47001000.0
945,5,2016,6274000.0
1624,4,2023,17514000.0
4628,1,2019,36740000.0
3653,2,2018,26997000.0
2155,4,2015,12295000.0
2922,3,2023,30737000.0
2281,5,2016,14475000.0
1807,3,2022,18083000.0
2131,4,2016,13411000.0
2556,2,2020,21990000.0
3884,1,2020,33063000.0
2515,5,2018,19015000.0
686,4,2021,6870000.0
4466,2,2022,43715000.0
4549,2,2017,30738000.0
2659,3,2021,24876000.0
4540,5,2016,28305000.0
4843,2,2017,32666000.0
1504,3,2018,11417000.0
3456,4,2022,34235000.0
4296,3,2024,47439000.0
4671,5,2021,43309000.0
3793,2,2021,34874000.0
1564,4,2015,9025000.0
712,3,2016,4724000.0
1633,2,2018,12261000.0
4699,5,2017,32013000.0
1080,5,2018,8629000.0
994,1,2015,5597000.0
1387,4,2015,8035000.0
4569,1,2017,30758000.0
4580,5,2018,34179000.0
3096,2,2016,19056000.0
4932,4,2020,42500000.0
3014,3,2017,20609000.0
665,1,2024,7473000.0
1234,2,2016,7694000.0
873,3,2015,5142000.0
2018,4,2016,12757000.0
3757,4,2017,25819000.0
4861,1,2022,47411000.0
3285,2,2021,30211000.0
1700,2,2019,13812000.0
4282,4,2015,23934000.0
3047,5,2016,19023000.0
4954,2,2018,36449000.0
3994,5,2016,24904000.0
535,5,2020,5251000.0
560,3,2017,4132000.0
2321,1,2018,17102000.0
4751,4,2017,32360000.0
1557,4,2022,15728000.0
4458,3,2016,27600000.0
1935,5,2023,20768000.0
3800,2,2020,32583000.0
556,3,2024,6730000.0
4318,3,2024,47638000.0
3089,5,2022,30912000.0
2789,2,2016,17218000.0
3473,3,2015,19368000.0
1457,5,2020,13278000.0
2094,5,2024,23927000.0
4710,5,2015,26469000.0
3844,5,2017,26470000.0
4440,3,2018,32823000.0
2561,4,2015,14509000.0
1269,3,2016,8138000.0
4335,5,2021,40387000.0
4854,2,2021,44591000.0
2358,3,2016,14758000.0
2695,2,2016,16674000.0
3048,1,2022,29756000.0
4334,5,2016,27000000.0
4242,3,2015,23689000.0
2075,5,2017,14386000.0
3493,2,2021,32167000.0
1806,4,2020,16043000.0
4967,4,2018,36749000.0
1664,2,2021,15474000.0
3813,3,2022,37546000.0
1460,5,2018,11316000.0
2805,3,2021,26084000.0
3992,2,2019,31854000.0
4446,5,2015,24976000.0
2034,2,2018,15096000.0
3246,1,2017,21928000.0
3280,1,2020,28018000.0
1729,3,2017,11943000.0
1833,3,2022,18291000.0
2234,4,2018,16878000.0
4099,1,2021,37482000.0
1681,1,2016,10424000.0
3504,5,2015,19831000.0
3014,4,2024,33693000.0
3345,2,2016,20612000.0
2583,5,2016,16314000.0
3847,4,2015,21536000.0
4484,5,2018,33301000.0
4107,4,2021,38048000.0
4951,1,2016,30389000.0
2230,5,2023,24054000.0
4677,3,2022,45943000.0
3488,5,2022,34751000.0
2586,4,2017,17810000.0
862,3,2024,9967000.0
2403,1,2021,22049000.0
4367,1,2019,34751000.0
1959,5,2018,15059000.0
2954,3,2022,29239000.0
3225,4,2018,24047000.0
1042,5,2022,11005000.0
2299,3,2018,17160000.0
739,3,2018,5861000.0
2942,3,2020,25518000.0
3393,2,2016,21027000.0
2438,1,2020,20831000.0
560,4,2018,4712000.0
524,1,2017,3681000.0
