Area,Bedrooms,Year,Price
2763,2,2019,18471440.728125006
4691,3,2015,28146000.0
2007,2,2016,11590425.000000002
4228,3,2018,29366631.000000004
4217,4,2018,31731080.062500007
3670,3,2017,24277050.0
3118,1,2023,23033530.36867149
726,2,2016,4192650.0000000005
3279,3,2015,19674000.0
4643,1,2022,32665836.311964855
1564,2,2024,13344525.313847197
4316,1,2020,27542156.118750006
3713,4,2022,33959665.15059728
1957,3,2023,17348281.820971176
1890,1,2018,10939556.250000002
3132,3,2016,19731600.0
4885,2,2024,41680310.842802785
3177,3,2018,22066647.750000004
4697,2,2016,27125175.000000004
4424,1,2017,24387300.0
4984,4,2016,34015800.0
1075,2,2024,9172228.076972978
3657,1,2016,19199250.0
2438,2,2018,15522593.625000004
3713,1,2015,18565000.0
2620,1,2022,18433015.536796883
3103,1,2020,19801508.442187503
4580,3,2020,35072217.337500006
3943,3,2020,30194269.20562501
1106,2,2016,6387150.000000001
1663,3,2017,11000745.0
2428,3,2023,21523570.90511907
1470,3,2024,13682714.864930512
3587,2,2024,30605378.70893216
1383,1,2022,9730099.422667973
629,2,2020,4415296.065468752
4042,2,2017,24509677.500000004
3353,2,2020,23536546.43484376
3099,4,2017,22208208.75
3897,2,2023,31667041.254452884
3771,2,2022,29183966.31610197
4805,2,2023,39045453.740735464
4159,2,2024,35485857.27640057
1271,2,2016,7340025.000000001
2021,1,2022,14218749.770941412
768,3,2016,4838400.0
4312,1,2021,28892462.01187501
3108,4,2016,21212100.0
2134,4,2023,20493784.460798096
2558,3,2016,16115400.0
4023,4,2023,38634721.1273621
4411,3,2023,39102335.77532134
1417,3,2018,9842127.75
2529,1,2018,14638168.125000002
1353,4,2017,9695936.25
3989,1,2021,26728207.552265633
2418,3,2021,19442107.554187506
2252,3,2019,16423920.450000001
1889,4,2018,14213898.562500004
1762,4,2015,11453000.0
2873,4,2023,27590741.68503886
1872,2,2022,14487505.951668756
1358,3,2021,10919099.279812502
1118,4,2023,10736668.710015122
2685,1,2019,16318171.406250002
544,4,2016,3712800.0
1706,3,2017,11285190.0
3729,3,2024,34709417.50430332
3545,1,2019,21544848.281250004
975,3,2018,6772106.250000001
559,2,2018,3559118.062500001
4743,3,2022,40043263.82795157
1481,4,2015,9626500.0
1261,4,2022,11533298.614301957
1128,4,2021,9825581.237062505
3105,4,2022,28398804.280259777
1243,1,2020,7932089.910937502
2169,2,2020,15225400.899843754
4347,2,2024,37089930.65172236
2808,3,2019,20478849.300000004
587,3,2022,4955807.6885953145
2690,3,2017,17794350.0
2854,4,2020,23676299.265937507
2006,3,2024,18671786.40751742
2773,2,2015,15251500.000000002
3655,2,2022,28286236.24644728
1381,4,2017,9896591.25
3280,2,2022,25384091.624718763
4592,1,2021,30768595.908750013
2311,4,2018,17389263.937500004
2903,1,2020,18525226.879687503
1517,2,2021,11181087.977554692
575,4,2022,5259037.829677736
3662,1,2017,20186775.0
1157,4,2016,7896525.0
4722,1,2015,23610000.0
1764,4,2022,16133813.44617657
3653,1,2019,22201221.656250004
3598,4,2023,34553250.46389482
3054,4,2024,30795416.415389523
2748,1,2020,17536108.668750003
2040,3,2019,14877796.500000002
3605,3,2020,27605970.196875002
2925,4,2023,28090121.625039563
842,3,2016,5304600.0
3314,3,2021,26646461.718187507
3706,1,2015,18530000.0
952,3,2019,6942971.700000001
1030,1,2020,6572850.046875002
3098,3,2018,21517933.500000004
3060,2,2015,16830000.0
1025,1,2021,6867990.158203128
908,3,2017,6006420.0
3528,1,2016,18522000.0
4140,1,2019,25160979.375000004
1871,4,2022,17112451.79013399
4561,4,2019,36035506.040625006
3953,2,2023,32122097.531139914
1148,2,2020,8058441.785625003
3204,2,2016,18503100.0
2264,2,2016,13074600.000000002
2323,4,2023,22308838.473492958
4014,3,2016,25288200.0
3938,3,2015,23628000.0
1214,1,2019,7378122.937500001
1172,1,2017,6460650.0
3518,4,2019,27794981.418750007
3370,1,2016,17692500.0
2516,3,2016,15850800.0
4303,2,2019,28766778.665625006
2847,1,2019,17302731.468750004
1474,4,2023,14155500.606943015
3012,3,2016,18975600.0
1951,1,2020,12450126.642187502
3873,4,2023,37194202.06966777
998,3,2018,6931858.500000001
3215,1,2016,16878750.0
1316,3,2018,9140607.0
1226,3,2019,8941263.975000001
3336,4,2021,29058633.87131251
1787,3,2020,13684290.913125003
2787,2,2021,20541656.02732032
2145,1,2021,14372525.745703131
2475,1,2016,12993750.0
4837,2,2022,37433796.09413557
3322,3,2024,30921074.000883784
2548,2,2022,19719105.323104694
2427,4,2023,23307598.353494365
3169,3,2024,29496954.698615503
4540,3,2021,36504205.250625014
3777,4,2015,24550500.0
1236,4,2016,8435700.0
3481,4,2020,28877784.773906257
1331,3,2022,11237103.975332817
1169,4,2019,9236024.240625001
3882,4,2015,25233000.0
3668,1,2018,21230842.500000004
4028,1,2016,21147000.0
1791,2,2022,13860642.713375397
1179,4,2020,9780783.754218752
2677,1,2021,17937180.149765633
2057,3,2017,13607055.0
4650,2,2015,25575000.000000004
4359,4,2015,28333500.0
1875,3,2018,13023281.250000002
3730,1,2022,26242422.88253907
2129,3,2022,17974300.799010944
1655,4,2024,16688413.283388888
1266,3,2022,10688334.810496878
1346,1,2017,7419825.0
2673,3,2020,20469003.699375004
1510,3,2017,9988650.0
4450,4,2021,38762266.40507814
3552,2,2017,21538440.0
2796,1,2017,15412950.0
526,1,2016,2761500.0
2952,3,2016,18597600.0
4598,1,2019,27944488.687500004
1849,1,2024,14342029.356721383
4974,2,2023,40418748.5757374
3160,4,2024,31864281.556198724
2470,3,2016,15561000.0
4332,1,2024,33601769.15809466
2685,3,2017,17761275.0
4383,2,2017,26577416.250000004
976,2,2018,6214131.000000002
864,2,2024,7371911.68232991
4855,2,2021,35783903.84378908
3566,2,2015,19613000.0
1546,3,2021,12430727.162437504
2553,2,2016,14743575.000000002
2443,2,2022,18906504.829020713
3730,4,2023,35820907.23466583
4402,4,2020,36518244.34781251
3581,1,2024,27776531.707095332
2837,3,2021,22811107.994718757
4865,2,2016,28095375.000000004
1548,4,2016,10565100.0
3131,1,2017,17259637.5
3807,3,2015,22842000.0
3220,2,2019,21526615.687500007
3316,1,2015,16580000.0
1126,1,2019,6843300.187500001
4123,2,2023,33503518.371082693
3466,1,2017,19106325.0
2617,2,2019,17495389.209375005
2708,3,2015,16248000.0
2195,1,2024,17025827.170364216
3051,2,2024,26032063.12822749
3076,4,2024,31017256.350274455
1517,3,2016,9557100.0
1579,1,2023,11664510.728714652
2346,4,2022,21456874.345085166
3201,3,2018,22233345.750000004
4730,4,2024,47695586.00025948
4968,1,2015,24840000.0
2201,1,2021,14747752.52507813
952,1,2024,7384322.308057737
2283,4,2016,15581475.0
1893,3,2021,15220806.286218755
798,3,2021,6416377.927312503
2657,1,2024,20609395.349274587
3558,2,2018,22653563.625000007
964,3,2021,7751113.185375002
1137,4,2019,8983198.940625
4646,4,2019,36707073.243750006
4246,4,2015,27599000.0
2530,2,2024,21586732.125341054
4667,3,2023,41371707.33698134
3065,4,2020,25426719.428906254
2666,1,2015,13330000.0
2969,4,2020,24630319.733906258
1209,3,2019,8817282.3375
3014,1,2024,23378516.214796238
2296,1,2015,11480000.0
4476,4,2019,35363938.837500006
1158,3,2023,10265360.42344641
4787,2,2015,26328500.000000004
887,2,2019,5929847.2406250015
2266,4,2022,20725182.125303917
2575,2,2016,14870625.000000002
3603,4,2018,27110998.687500007
3451,4,2018,25967265.187500007
2358,1,2022,16589713.983117193
759,4,2023,7289026.431933343
3051,4,2015,19831500.0
3585,3,2016,22585500.0
1723,1,2020,10995165.660937503
1014,2,2015,5577000.0
2742,3,2018,19045246.5
1075,3,2017,7111125.0
2595,1,2021,17387740.93710938
4836,3,2023,42869847.15698345
4062,3,2017,26870130.0
4668,3,2017,30878820.0
1848,1,2015,9240000.0
2729,1,2018,15795793.125000002
538,1,2015,2690000.0
3354,2,2016,19369350.0
1969,4,2021,17151214.05653907
4832,4,2021,42089723.880750015
2522,3,2023,22356855.775416102
4327,1,2023,31964748.526376378
1120,1,2018,6482700.000000001
554,3,2017,3664710.0
2942,2,2019,19668106.631250005
553,1,2022,3890632.6686445326
1989,3,2020,15231144.166875003
4455,2,2024,38011419.61201359
899,1,2015,4495000.0
2022,4,2021,17612877.004734382
1812,3,2015,10872000.0
2827,2,2020,19844263.874531258
2574,2,2018,16388497.125000004
3847,3,2016,24236100.0
570,2,2024,4863413.957092648
1546,3,2021,12430727.162437504
2811,4,2021,24485557.4976797
1498,3,2021,12044779.617937503
2996,2,2015,16478000.000000002
3823,2,2017,23181716.250000004
3187,4,2018,23980780.687500007
4430,1,2015,22150000.0
2917,1,2024,22626122.030046657
2578,1,2018,14921786.250000002
4060,1,2020,25908515.718750007
3051,3,2020,23363610.283125006
2356,3,2022,19890771.574668758
3136,1,2015,15680000.0
2660,3,2020,20369453.737500004
4179,3,2016,26327700.0
3709,4,2019,29304032.428125005
4190,2,2021,30882504.03820314
3854,1,2018,22307433.750000004
1903,1,2016,9990750.0
4530,1,2017,24971625.0
2596,2,2019,17354998.237500004
3779,1,2023,27916520.610394347
4447,3,2017,29416905.0
4879,4,2021,42499123.09896096
2616,3,2015,15696000.0
2674,1,2019,16251318.562500002
3653,4,2017,26178311.25
2647,2,2018,16853283.562500004
1776,1,2018,10279710.000000002
1146,2,2023,9312401.662202464
1253,2,2016,7236075.000000001
4145,3,2019,30229640.437500004
2028,2,2019,13557756.712500002
3058,3,2020,23417214.108750004
957,4,2018,7201006.312500002
1082,2,2023,8792337.345988715
662,2,2015,3641000.0000000005
1984,2,2023,16121993.802626256
2757,4,2017,19757351.25
4116,1,2017,22689450.0
2201,4,2015,14306500.0
3245,4,2024,32721390.395526852
2712,3,2020,20767653.585000005
1538,3,2021,12366402.571687505
1517,1,2017,8362462.5
4928,2,2024,42047199.965881705
2820,1,2015,14100000.0
2523,4,2021,21976898.458429698
2404,4,2023,23086718.7646479
3281,3,2024,30539447.25975307
2708,4,2019,21395341.012500003
2027,1,2016,10641750.0
2621,3,2017,17337915.0
3506,4,2024,35353218.71393441
2919,3,2022,24643956.80240157
3243,3,2020,24833886.643125
3415,2,2018,21743091.562500007
1798,1,2018,10407048.750000002
3758,4,2016,25648350.0
1976,1,2021,13240144.929375004
2730,1,2020,17421243.328125004
771,4,2024,7774481.354376334
3410,4,2019,26941696.031250007
1560,3,2024,14520432.10155891
4539,4,2015,29503500.0
2663,4,2024,26852715.754480127
2742,1,2023,20255914.134348053
2959,2,2016,17088225.0
2311,2,2017,14013326.250000002
1604,3,2020,12282933.757500002
864,4,2020,7167597.255000002
1072,2,2022,8296264.091981254
1513,3,2023,13412340.518717116
4696,1,2019,28540086.750000004
2473,1,2024,19182173.39057435
1234,3,2021,9922068.123187503
4822,2,2022,37317710.309266426
4148,2,2015,22814000.0
611,3,2020,4678848.208125001
2919,1,2023,21563462.202101376
4509,3,2024,41969633.555082776
4748,4,2019,37512953.8875
1105,3,2016,6961500.0
4815,1,2021,32262802.548046887
2707,2,2021,19952013.94544532
4742,4,2020,39338826.600937515
2756,2,2016,15915900.000000002
2086,1,2018,12074028.750000002
1690,4,2023,16229848.05002286
3845,3,2019,28041729.187500004
3151,1,2015,15755000.0
1436,2,2020,10080071.780625002
3825,4,2021,33318127.865039077
1020,1,2018,5903887.500000001
1410,4,2021,12281976.54632813
3241,4,2020,26886785.53640626
591,4,2023,5675645.087315686
1500,2,2018,9550406.250000004
729,1,2019,4430520.281250001
4977,2,2024,42465282.92008791
1224,1,2021,8201385.320625003
588,2,2024,5016995.450474521
3956,2,2015,21758000.0
3656,3,2024,34029935.745704725
2202,4,2022,20139828.349478915
786,2,2018,5004412.875000002
1248,1,2021,8362196.797500003
1305,2,2023,10604436.447796002
3989,1,2022,28064617.929878917
2490,3,2018,17294917.5
4953,4,2019,39132615.965625
2055,3,2024,19127876.903015103
2904,1,2020,18531608.287500005
2466,4,2016,16830450.0
4854,4,2020,40267959.57843751
3627,1,2017,19993837.5
2725,1,2015,13625000.0
1056,4,2017,7567560.0
2791,1,2023,20617890.718076374
4157,1,2024,32244356.969113458
2506,1,2016,13156500.0
3867,4,2024,38993410.372728
1052,2,2019,7032919.1625000015
3177,4,2016,21683025.0
4403,1,2015,22015000.0
533,4,2015,3464500.0
2769,3,2019,20194420.837500002
3615,2,2021,26644451.574726574
1608,3,2016,10130400.0
1669,1,2023,12329365.678419732
2690,3,2016,16947000.0
1225,3,2018,8508543.75
2870,3,2021,23076446.931562506
4394,4,2016,29989050.0
3483,3,2016,21942900.0
4216,1,2017,23240700.0
847,1,2023,6257023.804446682
2424,4,2015,15756000.0
3659,1,2016,19209750.0
1389,4,2023,13339206.474249557
2977,2,2016,17192175.0
4374,3,2021,35169469.99256251
4050,3,2021,32564324.06718751
4139,4,2015,26903500.0
3104,2,2021,22878112.77675001
3686,3,2018,25602034.500000004
4614,4,2019,36454247.94375001
3584,2,2015,19712000.0
3213,4,2016,21928725.0
4030,4,2023,38701945.35005451
1232,2,2020,8648083.867500003
2062,1,2016,10825500.0
3803,2,2015,20916500.0
2426,2,2019,16218499.893750003
3229,2,2021,23799428.5296797
1259,4,2021,10966672.675054692
4051,1,2018,23447694.375000004
1417,3,2020,10850945.844375003
3022,2,2020,21213075.850312505
980,4,2020,8129913.553125002
2628,1,2022,18489299.553703133
1844,4,2023,17708780.949255712
753,3,2021,6054552.104343752
4596,2,2021,33874937.603718765
3276,4,2018,24650466.750000007
4543,4,2024,45809946.553737596
2986,1,2022,21008009.31025782
4357,4,2016,29736525.0
1275,2,2016,7363125.000000001
3337,2,2017,20234733.75
3623,2,2021,26703415.782914076
3604,3,2018,25032483.000000004
2192,3,2022,18506184.758775007
4572,1,2017,25203150.0
629,3,2018,4368876.75
686,1,2016,3601500.0
4143,3,2016,26100900.0
4634,4,2015,30121000.0
4540,1,2019,27591991.875000004
840,3,2017,5556600.0
3388,4,2018,25493217.750000007
3670,3,2023,32533568.872235168
2024,2,2019,13531015.575000003
2867,2,2021,21131298.109195326
690,3,2020,5283805.668750001
4690,3,2020,35914563.16875001
912,2,2022,7058015.720043753
3222,2,2015,17721000.0
1897,2,2015,10433500.0
3367,4,2020,27932060.136093758
4050,3,2024,37697275.64827794
3340,2,2015,18370000.0
2724,4,2020,22597841.34562501
2817,2,2022,21800910.398424618
4105,3,2019,29937918.937500004
3389,4,2015,22028500.0
3763,3,2017,24892245.0
3178,4,2022,29066473.43081017
2865,2,2019,19153339.734375007
4426,4,2019,34968899.306250006
4638,4,2015,30147000.0
992,4,2016,6770400.0
3668,4,2017,26285805.0
4283,2,2020,30064726.62703126
2239,4,2017,16045233.75
4627,3,2019,33744884.5125
4697,3,2015,28182000.0
1136,2,2023,9231141.612794066
600,4,2020,4977498.093750001
4475,3,2022,37780646.34832033
2989,1,2022,21029115.816597663
3452,3,2019,25175565.450000003
4221,1,2016,22160250.0
681,2,2018,4335884.437500001
3149,2,2024,26868229.03663991
2275,1,2019,13826383.593750002
2905,1,2022,20438133.63908204
4537,2,2017,27511233.750000004
2588,4,2015,16822000.0
1246,4,2022,11396106.323092975
4471,4,2022,40892448.93302462
4384,3,2020,33571310.220000006
4795,2,2015,26372500.000000004
1326,2,2021,9773317.50707813
3525,1,2024,27342159.806621347
4830,3,2015,28980000.0
2157,3,2024,20077289.771193955
1915,1,2017,10556437.5
1785,3,2017,11807775.0
1437,4,2016,9807525.0
1799,3,2016,11333700.0
3931,4,2016,26829075.0
1285,3,2017,8500275.0
4620,3,2020,35378524.91250001
3831,2,2016,22124025.0
4475,4,2017,32068968.75
2823,1,2020,18014714.254687503
4011,2,2018,25537786.312500007
2529,3,2021,20334611.250843756
4362,3,2021,35072983.10643751
3570,4,2019,28205822.531250007
2247,3,2016,14156100.0
3174,1,2015,15870000.0
3237,1,2019,19672968.656250004
1305,1,2024,10122416.609259818
3470,1,2015,17350000.0
1135,1,2018,6569521.875000001
2361,4,2024,23807458.4665143
971,2,2017,5887901.250000001
896,2,2016,5174400.0
3609,1,2018,20889343.125000004
1775,1,2022,12488016.251074223
3964,4,2024,39971522.81290245
4490,3,2016,28287000.0
2157,2,2023,17527792.657391552
2110,3,2020,16157724.581250004
3353,1,2019,20377962.281250004
1450,1,2021,9715693.394531254
4789,4,2015,31128500.0
4693,2,2016,27102075.000000004
829,4,2017,5940821.25
784,1,2016,4116000.0
1572,4,2015,10218000.0
4658,4,2018,35049412.12500001
2711,4,2023,26034981.102728974
629,3,2021,5057520.947718752
769,4,2019,6075707.9906250015
3650,4,2020,30279780.070312507
1612,4,2015,10478000.0
1032,1,2015,5160000.0
3381,3,2023,29971661.132704932
1569,1,2017,8649112.5
1760,3,2022,14858980.463250006
2445,2,2023,19868082.080353428
1940,2,2022,15013761.509742195
3366,2,2016,19438650.0
1928,3,2018,13391406.000000002
3460,4,2015,22490000.0
4801,1,2015,24005000.0
2797,2,2022,21646129.351932433
2935,2,2017,17797106.25
697,2,2023,5663825.443765374
3314,3,2022,27978784.804096885
4481,3,2016,28230300.0
3398,3,2018,23601658.500000004
3921,4,2022,35862064.92202853
3198,2,2017,19391872.5
3423,4,2019,27044406.309375007
2753,1,2024,21354032.892944276
3923,1,2015,19615000.0
4479,3,2017,29628585.0
3548,2,2018,22589894.250000007
2412,1,2016,12663000.0
2520,4,2018,18961897.500000004
923,2,2018,5876683.312500002
4547,1,2016,23871750.0
3404,4,2018,25613610.750000007
3336,2,2020,23417214.108750008
2030,2,2023,16495790.02990489
1759,4,2024,17737111.157390364
2761,4,2019,21814082.915625006
3207,3,2017,21214305.0
2703,4,2023,25958153.419651944
1204,1,2020,7683215.0062500015
3752,2,2015,20636000.0
3411,3,2021,27426397.381031256
3307,1,2017,18229837.5
4585,1,2024,35564199.35130748
803,1,2023,5931983.606813088
2969,2,2022,22977246.351765245
2847,1,2024,22083157.15445418
2179,2,2023,17706564.766090028
4210,3,2019,30703687.875000004
4667,1,2024,36200243.91985867
2170,4,2015,14105000.0
1438,4,2022,13152167.650567975
3798,3,2020,29083904.246250007
2359,1,2021,15806428.081171881
3467,3,2019,25284961.012500003
4570,4,2019,36106613.15625001
3061,3,2022,25842806.3625047
4531,3,2016,28545300.0
2489,3,2019,18152370.337500002
4694,2,2017,28463242.500000004
3493,1,2015,17465000.0
4751,2,2015,26130500.000000004
1344,2,2016,7761600.000000001
3223,4,2017,23096823.75
3624,1,2023,26771492.641457822
3471,2,2020,24364853.16890626
4445,4,2019,35119014.32812501
3489,1,2018,20194768.125000004
1681,2,2020,11799861.186093753
1775,2,2024,15144841.708490266
1183,3,2015,7098000.0
3187,4,2024,32136539.658102956
3058,3,2018,21240103.500000004
1301,2,2015,7155500.000000001
667,2,2019,4459084.678125001
4393,3,2018,30512679.750000004
3581,4,2022,32752372.987958215
1807,3,2024,16819500.51763907
1274,4,2016,8695050.0
944,2,2021,6957776.566125003
1234,3,2016,7774200.0
3874,1,2024,30049227.54350386
2706,3,2017,17900190.0
3277,3,2017,21677355.0
771,3,2018,5355173.250000001
3298,1,2022,23203085.96960157
3090,2,2021,22774925.412421886
1692,1,2020,10797342.018750003
2604,3,2022,21984537.00358126
799,3,2022,6745639.4262140645
4961,4,2021,43213394.07541408
4739,3,2020,36289789.948125005
2070,4,2023,19879162.996181846
4897,1,2019,29761670.531250004
1602,2,2018,10199833.875000004
3191,1,2022,22450287.243480477
3427,3,2019,24993239.512500003
2560,4,2019,20226024.000000004
1817,3,2023,16107219.248188365
4167,1,2021,27920892.672421884
973,1,2023,7187820.734033791
1667,2,2023,13546050.236380026
4069,3,2019,29675369.587500002
3503,4,2022,32038973.073671497
1384,3,2015,8304000.0
2396,1,2015,11980000.0
3930,4,2020,32602612.51406251
4961,1,2021,33241072.365703136
3515,4,2019,27771279.046875007
4285,1,2016,22496250.0
4231,4,2015,27501500.0
4612,1,2015,23060000.0
832,2,2016,4804800.0
2028,1,2024,15730468.110022154
2577,4,2017,18467426.25
4545,1,2018,26307028.125000004
3158,4,2017,22631017.5
1332,4,2017,9545445.0
1429,1,2020,9119031.764062501
2934,2,2023,23841698.496424112
2939,4,2017,21061608.75
3761,4,2020,31200617.21765626
2079,4,2015,13513500.0
2583,3,2016,16272900.0
729,3,2019,5316624.337500001
2499,2,2021,18418944.53257032
509,4,2018,3830002.312500001
991,4,2017,7101753.75
2525,2,2018,16076517.187500004
3232,3,2021,25987134.66300001
2325,4,2019,18369338.203125004
4631,2,2021,34132906.01453908
3837,1,2018,22209035.625000004
4219,1,2017,23257237.5
975,4,2023,9363373.875013188
2935,2,2016,16949625.0
2142,3,2018,14877796.500000002
3554,2,2022,27504591.961661734
2572,3,2016,16203600.0
565,2,2020,3966044.9554687515
2982,3,2023,26434632.800273918
4773,1,2024,37022447.87432729
526,3,2018,3653464.5000000005
2496,4,2018,18781308.000000004
1348,1,2021,9032244.617812503
4173,1,2017,23003662.5
1108,2,2022,8574869.975667192
1681,2,2015,9245500.0
1055,4,2024,10638233.241072675
1956,4,2020,16226643.785625003
3804,4,2023,36531563.30312838
1788,2,2017,10841985.0
1692,2,2021,12470930.031656254
985,2,2019,6585005.109375002
673,1,2015,3365000.0
3120,3,2022,26340919.91212501
4029,2,2017,24430848.750000004
4462,2,2015,24541000.000000004
1640,2,2021,12087662.678437507
1669,4,2024,16829584.151042935
1387,2,2020,9736113.899531255
1312,4,2023,12599740.024633132
2311,4,2021,20130246.665648445
2817,4,2019,22256527.190625004
3033,1,2020,19354809.895312503
1051,4,2024,10597898.707457233
4809,1,2017,26509612.5
3054,2,2022,23635065.79935704
3572,2,2023,29026089.648679934
3397,1,2015,16985000.0
3334,2,2023,27092100.47276005
788,2,2019,5268004.087500001
2707,3,2023,23996831.31802196
3558,4,2023,34169112.048509665
2387,4,2024,24069632.93501467
904,1,2016,4746000.0
1632,4,2018,12280086.000000004
4697,2,2022,36350328.76869025
3635,3,2015,21810000.0
4374,2,2018,27848984.625000007
2470,3,2015,14820000.0
4098,1,2016,21514500.0
2179,3,2016,13727700.0
3954,4,2016,26986050.0
2443,4,2023,23461253.71964843
4508,3,2021,36246906.88762501
1645,4,2016,11227125.0
4762,1,2024,36937124.82244847
2128,1,2023,15720125.921915632
3120,1,2019,18961897.500000004
3711,1,2019,22553718.468750004
690,4,2015,4485000.0
4814,1,2023,35562352.53200275
829,3,2017,5483835.0
3025,1,2023,22346513.58730958
3648,2,2023,29643666.024183765
1790,4,2018,13468966.875000004
1868,2,2023,15179377.229488835
3657,1,2018,21167173.125000004
2904,2,2021,21404007.57206251
4861,1,2022,34199575.772660166
831,3,2020,6363539.870625001
3384,3,2019,24679638.900000002
3320,4,2018,24981547.500000007
2721,3,2021,21878401.428843755
3174,4,2015,20631000.0
3221,4,2017,23082491.25
3762,3,2019,27436407.075000003
2455,2,2015,13502500.000000002
4292,4,2017,30757545.0
4183,3,2015,25098000.0
2347,4,2021,20443829.045554698
2782,3,2024,25894770.58111339
4118,3,2021,33111083.08856251
1626,4,2020,13489019.834062504
